transformed_feature,original_feature,class,mean_abs_shap
categorical__disaster_subtype_Rockfall (dry),disaster_subtype,Severe,0.0
categorical__disaster_subtype_Rockfall (wet),disaster_subtype,Low,0.0
categorical__disaster_subtype_Rockfall (wet),disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Rockfall (wet),disaster_subtype,Severe,0.0
categorical__disaster_subtype_Sand/Dust storm,disaster_subtype,Low,0.0
categorical__disaster_subtype_Sand/Dust storm,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Sand/Dust storm,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Severe weather,disaster_subtype,Low,2.899872419448275e-05
categorical__disaster_subtype_Severe weather,disaster_subtype,Moderate,2.372121446414301e-05
categorical__disaster_subtype_Severe weather,disaster_subtype,Severe,3.571717956492762e-05
categorical__disaster_subtype_Severe winter conditions,disaster_subtype,Low,0.0001576495967508869
categorical__disaster_subtype_Severe winter conditions,disaster_subtype,Moderate,2.9676645063085706e-05
categorical__disaster_subtype_Severe winter conditions,disaster_subtype,Severe,0.0001770957245905014
categorical__disaster_subtype_Storm (General),disaster_subtype,Low,5.637005650525022e-05
categorical__disaster_subtype_Storm (General),disaster_subtype,Moderate,0.00010353858267996521
categorical__disaster_subtype_Storm (General),disaster_subtype,Severe,6.511729749177834e-05
categorical__disaster_subtype_Storm surge,disaster_subtype,Low,0.0
categorical__disaster_subtype_Storm surge,disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Storm surge,disaster_subtype,Severe,0.0
categorical__disaster_subtype_Sudden Subsidence (wet),disaster_subtype,Low,0.0
categorical__disaster_subtype_Sudden Subsidence (wet),disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Sudden Subsidence (wet),disaster_subtype,Severe,0.0
categorical__disaster_subtype_Tornado,disaster_subtype,Low,8.001107449951443e-05
categorical__disaster_subtype_Tornado,disaster_subtype,Moderate,2.5832647866543293e-05
categorical__disaster_subtype_Tornado,disaster_subtype,Severe,8.555849476642147e-05
categorical__disaster_subtype_Tropical cyclone,disaster_subtype,Low,0.0014493099656500551
categorical__disaster_subtype_Tropical cyclone,disaster_subtype,Moderate,0.0015491159544162524
categorical__disaster_subtype_Tropical cyclone,disaster_subtype,Severe,0.0028642295889862927
categorical__disaster_subtype_Tsunami,disaster_subtype,Low,0.00027801475293958545
categorical__disaster_subtype_Tsunami,disaster_subtype,Moderate,7.073529437114062e-05
categorical__disaster_subtype_Tsunami,disaster_subtype,Severe,0.00034875004731072895
categorical__disaster_subtype_Viral disease,disaster_subtype,Low,0.0003845710054428132
categorical__disaster_subtype_Viral disease,disaster_subtype,Moderate,0.002433788338185019
categorical__disaster_subtype_Viral disease,disaster_subtype,Severe,0.002113639849071116
categorical__disaster_subtype_Volcanic activity (General),disaster_subtype,Low,0.0
categorical__disaster_subtype_Volcanic activity (General),disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Volcanic activity (General),disaster_subtype,Severe,0.0
categorical__disaster_subtype_Water,disaster_subtype,Low,0.0034591477309914823
categorical__disaster_subtype_Water,disaster_subtype,Moderate,0.0028353853659293105
categorical__disaster_subtype_Water,disaster_subtype,Severe,0.0007004951561320945
categorical__disaster_subtype_Wildfire (General),disaster_subtype,Low,0.0
categorical__disaster_subtype_Wildfire (General),disaster_subtype,Moderate,0.0
categorical__disaster_subtype_Wildfire (General),disaster_subtype,Severe,0.0
categorical__date_granularity_day,date_granularity,Low,0.0009647303187415998
categorical__date_granularity_day,date_granularity,Moderate,0.00030401168821634874
categorical__date_granularity_day,date_granularity,Severe,0.0010602128103356539
categorical__date_granularity_month,date_granularity,Low,0.0007896924429180503
categorical__date_granularity_month,date_granularity,Moderate,0.0002799509417808676
categorical__date_granularity_month,date_granularity,Severe,0.0008343390063529937
categorical__date_granularity_year,date_granularity,Low,5.516826057040553e-06
categorical__date_granularity_year,date_granularity,Moderate,1.6106191277491026e-05
categorical__date_granularity_year,date_granularity,Severe,2.1623017334531267e-05
numeric__year,year,Low,0.012075789092836315
numeric__year,year,Moderate,0.013477959630855692
numeric__year,year,Severe,0.02522018357821265
numeric__date_imputed,date_imputed,Low,0.000850769973768032
numeric__date_imputed,date_imputed,Moderate,0.0003878457050491996
numeric__date_imputed,date_imputed,Severe,0.0010320273709166683
numeric__historical_frequency,historical_frequency,Low,0.024963037239514835
numeric__historical_frequency,historical_frequency,Moderate,0.016356998991708123
numeric__historical_frequency,historical_frequency,Severe,0.013710636531367726
numeric__hdi,hdi,Low,0.07538356111713052
numeric__hdi,hdi,Moderate,0.022119229163807423
numeric__hdi,hdi,Severe,0.06242130273119743
numeric__hdi_missing,hdi_missing,Low,0.00033665240766408077
numeric__hdi_missing,hdi_missing,Moderate,0.00033555698630925837
numeric__hdi_missing,hdi_missing,Severe,0.00034678288746889645
numeric__event_month,event_month,Low,0.006565831053784559
numeric__event_month,event_month,Moderate,0.005848016167401171
numeric__event_month,event_month,Severe,0.01008634406993836
numeric__month_missing,month_missing,Low,1.5670147708032883e-06
numeric__month_missing,month_missing,Moderate,9.65913609721842e-06
numeric__month_missing,month_missing,Severe,1.0234763770276017e-05
numeric__magnitude_robust_z,magnitude_robust_z,Low,0.019725723182304165
numeric__magnitude_robust_z,magnitude_robust_z,Moderate,0.0028401778992915576
numeric__magnitude_robust_z,magnitude_robust_z,Severe,0.020009313912532745
numeric__magnitude_missing,magnitude_missing,Low,0.005551566686258172
numeric__magnitude_missing,magnitude_missing,Moderate,0.001666129955931292
numeric__magnitude_missing,magnitude_missing,Severe,0.006889017930588219
numeric__magnitude_group_unknown,magnitude_group_unknown,Low,0.19163897810441716
numeric__magnitude_group_unknown,magnitude_group_unknown,Moderate,0.16594312770465328
numeric__magnitude_group_unknown,magnitude_group_unknown,Severe,0.04979659319541287
