analysis_type,group,sample_count,error_count,error_rate,balanced_accuracy,macro_f1,details
misclassified_sample,2022-0465-HUN,,1,,,,year=2022; true=High; predicted=Extreme; type=Extreme temperature; region=Eastern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0465-IRL,,1,,,,year=2022; true=Moderate; predicted=High; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0465-LVA,,1,,,,year=2022; true=High; predicted=Extreme; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0480-USA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2022-0481-UGA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0553-MWI,,1,,,,year=2022; true=Extreme; predicted=High; type=Epidemic; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0676-VNM,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0682-VEN,,1,,,,year=2022; true=Low; predicted=Moderate; type=Mass movement (wet); region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0746-COD,,1,,,,year=2022; true=Low; predicted=High; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0775-ITA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Mass movement (wet); region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0832-PHL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0863-USA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2023-0002-PHL,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0018-UGA,,1,,,,year=2023; true=Moderate; predicted=High; type=Miscellaneous accident (General); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0054-SYR,,1,,,,year=2023; true=Extreme; predicted=High; type=Earthquake; region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0054-TUR,,1,,,,year=2023; true=Extreme; predicted=Low; type=Earthquake; region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0095-MWI,,1,,,,year=2023; true=Extreme; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0141-TUR,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0147-ITA,,1,,,,year=2023; true=High; predicted=Moderate; type=Water; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0281-COD,,1,,,,year=2023; true=Extreme; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0354-PAK,,1,,,,year=2023; true=Moderate; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0267-RWA,,1,,,,year=2023; true=High; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0357-CHN,,1,,,,year=2023; true=Low; predicted=Moderate; type=Mass movement (wet); region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0365-GTM,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0391-VEN,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0524-USA,,1,,,,year=2023; true=High; predicted=Low; type=Wildfire; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2023-0438-EST,,1,,,,year=2023; true=High; predicted=Extreme; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0462-AFG,,1,,,,year=2023; true=Moderate; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0535-GRC,,1,,,,year=2023; true=Moderate; predicted=Low; type=Wildfire; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0570-TJK,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Central Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0571-PAK,,1,,,,year=2023; true=Low; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0600-MAR,,1,,,,year=2023; true=Extreme; predicted=Low; type=Earthquake; region=Northern Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0878-CPV,,1,,,,year=2023; true=Low; predicted=High; type=Epidemic; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-9868-USA,,1,,,,year=2023; true=High; predicted=Low; type=Drought; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2023-0039-NPL,,1,,,,year=2023; true=Moderate; predicted=High; type=Air; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0079-NZL,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Australia and New Zealand; hdi=present; categories=known_categories
misclassified_sample,2023-0190-PAK,,1,,,,year=2023; true=Moderate; predicted=High; type=Miscellaneous accident (General); region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0087-GNQ,,1,,,,year=2023; true=Moderate; predicted=Extreme; type=Epidemic; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0636-AFG,,1,,,,year=2023; true=Extreme; predicted=High; type=Earthquake; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0649-IRQ,,1,,,,year=2023; true=High; predicted=Moderate; type=Fire (Miscellaneous); region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0500-KOR,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0052-MDG,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0014-PAK,,1,,,,year=2022; true=Moderate; predicted=High; type=Storm; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0055-RWA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0060-AFG,,1,,,,year=2022; true=Moderate; predicted=High; type=Mass movement (wet); region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0065-BRA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0068-ECU,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0101-MDG,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0103-AUS,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Australia and New Zealand; hdi=present; categories=known_categories
misclassified_sample,2022-0115-IDN,,1,,,,year=2022; true=Moderate; predicted=Low; type=Earthquake; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0401-ITA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Glacial lake outburst flood; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0137-MOZ,,1,,,,year=2022; true=Moderate; predicted=High; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0201-TLS,,1,,,,year=2022; true=Moderate; predicted=High; type=Epidemic; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0190-BRA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0192-COL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0232-RWA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0671-COD,,1,,,,year=2023; true=Moderate; predicted=High; type=Mass movement (wet); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0310-SEN,,1,,,,year=2022; true=Moderate; predicted=High; type=Fire (Miscellaneous); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0333-MEX,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0342-AFG,,1,,,,year=2022; true=Extreme; predicted=High; type=Earthquake; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0353-NPL,,1,,,,year=2022; true=Moderate; predicted=High; type=Storm; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0446-NER,,1,,,,year=2022; true=High; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0456-YEM,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0465-CZE,,1,,,,year=2022; true=High; predicted=Extreme; type=Extreme temperature; region=Eastern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0465-LUX,,1,,,,year=2022; true=Moderate; predicted=High; type=Extreme temperature; region=Western Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0609-ITA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0501-YEM,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0647-SLV,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0685-PHL,,1,,,,year=2022; true=Low; predicted=Moderate; type=Mass movement (wet); region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0707-PHL,,1,,,,year=2022; true=High; predicted=Low; type=Storm; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0710-KOR,,1,,,,year=2022; true=High; predicted=Low; type=Miscellaneous accident (General); region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0755-IDN,,1,,,,year=2022; true=High; predicted=Low; type=Earthquake; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0788-ZAF,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0819-JPN,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0857-UGA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0861-MOZ,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0020-MDG,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0126-ECU,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0329-NGA,,1,,,,year=2022; true=Moderate; predicted=High; type=Miscellaneous accident (General); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0613-KHM,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0675-MEX,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0120-IDN,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0011-IDN,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0026-PER,,1,,,,year=2022; true=Low; predicted=Moderate; type=Volcanic activity; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0052-MWI,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0057-HTI,,1,,,,year=2022; true=Low; predicted=Extreme; type=Earthquake; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0061-MDG,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0089-BRA,,1,,,,year=2022; true=High; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0099-MDG,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0099-MOZ,,1,,,,year=2022; true=Moderate; predicted=High; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0102-BOL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0200-COL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0204-PHL,,1,,,,year=2022; true=High; predicted=Low; type=Storm; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0224-POL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Explosion (Industrial); region=Eastern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0233-COL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0248-IND,,1,,,,year=2022; true=Moderate; predicted=High; type=Extreme temperature; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0258-TZA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0262-ECU,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0264-AFG,,1,,,,year=2022; true=Moderate; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0316-CHN,,1,,,,year=2022; true=Moderate; predicted=High; type=Flood; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0318-BRA,,1,,,,year=2022; true=High; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0320-VNM,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0325-CAN,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2022-0342-PAK,,1,,,,year=2022; true=Moderate; predicted=Low; type=Earthquake; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0409-BRA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0448-PHL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Earthquake; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0453-AFG,,1,,,,year=2022; true=Moderate; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0461-NGA,,1,,,,year=2022; true=Moderate; predicted=High; type=Explosion (Miscellaneous); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0465-ALB,,1,,,,year=2022; true=High; predicted=Extreme; type=Extreme temperature; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0465-AUT,,1,,,,year=2022; true=High; predicted=Extreme; type=Extreme temperature; region=Western Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0465-LTU,,1,,,,year=2022; true=High; predicted=Extreme; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0465-NOR,,1,,,,year=2022; true=Moderate; predicted=High; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0465-SRB,,1,,,,year=2022; true=High; predicted=Extreme; type=Extreme temperature; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2022-0488-NPL,,1,,,,year=2022; true=Moderate; predicted=High; type=Mass movement (wet); region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0509-TCD,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0515-VNM,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=South-eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0523-AFG,,1,,,,year=2022; true=Moderate; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0533-CMR,,1,,,,year=2022; true=Low; predicted=High; type=Mass movement (wet); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0539-IND,,1,,,,year=2022; true=Moderate; predicted=Extreme; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0546-MRT,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0560-SLE,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0577-KOR,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0582-UGA,,1,,,,year=2022; true=Moderate; predicted=High; type=Mass movement (wet); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0594-SYR,,1,,,,year=2022; true=Moderate; predicted=High; type=Epidemic; region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0614-USA,,1,,,,year=2022; true=High; predicted=Low; type=Storm; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2022-0615-VEN,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0641-NGA,,1,,,,year=2022; true=High; predicted=Extreme; type=Epidemic; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2022-0695-BGD,,1,,,,year=2022; true=Moderate; predicted=Low; type=Storm; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0699-COL,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-0709-IND,,1,,,,year=2022; true=High; predicted=Moderate; type=Collapse (Miscellaneous); region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2022-0793-BRA,,1,,,,year=2022; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2022-9436-UGA,,1,,,,year=2022; true=Extreme; predicted=High; type=Drought; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0050-CHL,,1,,,,year=2023; true=Moderate; predicted=Low; type=Wildfire; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0068-ZMB,,1,,,,year=2023; true=Low; predicted=High; type=Epidemic; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0080-ZAF,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0092-BRA,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0095-MDG,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0155-ECU,,1,,,,year=2023; true=Moderate; predicted=Low; type=Earthquake; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0159-PAK,,1,,,,year=2023; true=Moderate; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0172-SOM,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0192-USA,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2023-0208-PAK,,1,,,,year=2023; true=Moderate; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0226-TZA,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0328-PAK,,1,,,,year=2023; true=Moderate; predicted=High; type=Extreme temperature; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0457-NER,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0247-AGO,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0254-BGD,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0262-UGA,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0334-KAZ,,1,,,,year=2023; true=Moderate; predicted=Low; type=Wildfire; region=Central Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0404-NGA,,1,,,,year=2023; true=High; predicted=Moderate; type=Water; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0440-KOR,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0417-CHN,,1,,,,year=2023; true=Moderate; predicted=High; type=Flood; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0426-USA,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Northern America; hdi=present; categories=known_categories
misclassified_sample,2023-0438-AUT,,1,,,,year=2023; true=High; predicted=Extreme; type=Extreme temperature; region=Western Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-CYP,,1,,,,year=2023; true=High; predicted=Extreme; type=Extreme temperature; region=Western Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0438-CZE,,1,,,,year=2023; true=High; predicted=Extreme; type=Extreme temperature; region=Eastern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-DEU,,1,,,,year=2023; true=Extreme; predicted=High; type=Extreme temperature; region=Western Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-LTU,,1,,,,year=2023; true=High; predicted=Extreme; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-MLT,,1,,,,year=2023; true=Moderate; predicted=Extreme; type=Extreme temperature; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-NOR,,1,,,,year=2023; true=Moderate; predicted=High; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-SVK,,1,,,,year=2023; true=High; predicted=Extreme; type=Extreme temperature; region=Eastern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-SVN,,1,,,,year=2023; true=Moderate; predicted=High; type=Extreme temperature; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0438-SWE,,1,,,,year=2023; true=Moderate; predicted=High; type=Extreme temperature; region=Northern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0464-CHN,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0512-BGD,,1,,,,year=2023; true=Low; predicted=High; type=Flood; region=Southern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0563-MDG,,1,,,,year=2023; true=Moderate; predicted=High; type=Miscellaneous accident (General); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0582-GRC,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Southern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0603-BRA,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0760-BOL,,1,,,,year=2023; true=Moderate; predicted=Low; type=Wildfire; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0783-BOL,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0797-TZA,,1,,,,year=2023; true=Moderate; predicted=High; type=Mass movement (wet); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0804-UKR,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Eastern Europe; hdi=present; categories=known_categories
misclassified_sample,2023-0827-COD,,1,,,,year=2023; true=Moderate; predicted=High; type=Mass movement (wet); region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0831-ARG,,1,,,,year=2023; true=Moderate; predicted=Low; type=Storm; region=Latin America and the Caribbean; hdi=present; categories=known_categories
misclassified_sample,2023-0838-CHN,,1,,,,year=2023; true=High; predicted=Low; type=Earthquake; region=Eastern Asia; hdi=present; categories=known_categories
misclassified_sample,2023-0844-AGO,,1,,,,year=2023; true=Moderate; predicted=Low; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0857-COD,,1,,,,year=2023; true=Moderate; predicted=High; type=Flood; region=Sub-Saharan Africa; hdi=present; categories=known_categories
misclassified_sample,2023-0858-COD,,1,,,,year=2023; true=Moderate; predicted=High; type=Mass movement (wet); region=Sub-Saharan Africa; hdi=present; categories=known_categories
