event_id,year,country_code,region,disaster_type,disaster_subtype,event_date,event_date_upper,date_granularity,is_severe_description_only,label_available_description_only,event_name,Location,start_year,start_month,start_day,end_year,end_month,end_day,emdat_magnitude,emdat_magnitude_scale
2011-0070-AUS,2011,AUS,Australia and New Zealand,Storm,Tropical cyclone,2011-02-02,2011-02-02,day,0,True,"Tropical Cyclone ""Yasi""","Cassowary, Innisfail, Silkwood, Mission Beach, Cardwell, Tully towns (Cassowary Coast district, Queensland province), Townsville town (Townsville district, Queensland province), Ingham town (Hinchinbrook district, Queensland province)",2011,2,2,2011,2,5,290,Kph
2011-0070-PNG,2011,PNG,Melanesia,Storm,Tropical cyclone,2011-02-02,2011-02-02,day,0,False,"Tropical Cyclone ""Yasi""",Alotau district (Milne Bay province),2011,2,2,2011,2,2,,Kph
2011-0070-SLB,2011,SLB,Melanesia,Storm,Tropical cyclone,2011-02-02,2011-02-02,day,0,False,"Tropical Cyclone ""Yasi""",Solomon Islands province,2011,2,2,2011,2,2,,Kph
2011-0070-VUT,2011,VUT,Melanesia,Storm,Tropical cyclone,2011-01-30,2011-01-30,day,0,False,"Tropical Cyclone ""Yasi""","Banks, Torres Island areas (Torba province)",2011,1,30,2011,1,31,,Kph
2011-0071-VUT,2011,VUT,Melanesia,Storm,Tropical cyclone,2011-01-12,2011-01-12,day,0,False,"Tropical cyclone ""Vania""",Tafea province,2011,1,12,2011,1,13,,Kph
2011-0091-TON,2011,TON,Polynesia,Storm,Tropical cyclone,2011-01-25,2011-01-25,day,0,True,Tropical cyclone Wilma,Ha'apai island (Tonga province),2011,1,25,2011,1,29,,Kph
2011-0157-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-05-08,2011-05-08,day,0,True,Typhoon Bebeng (Aere),"Bulacan, Zambales districts (Region III (Central Luzon) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Leyte, Northern Samar, Samar districts (Region VIII (Eastern Visayas) province), National Capital region (NCR), Region V (Bicol region)",2011,5,8,2011,5,11,,Kph
2011-0203-CHN,2011,CHN,Eastern Asia,Storm,Tropical cyclone,2011-06-04,2011-06-04,day,0,True,"Tropical storm ""Dodong"" (Sarika)","Xianning district (Hubei Sheng province), Guangdong Sheng province",2011,6,4,2011,6,11,,Kph
2011-0203-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-06-09,2011-06-09,day,0,True,"Tropical storm ""Dodong"" (Sarika)","National Capital region (NCR), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon) provinces",2011,6,9,2011,6,10,,Kph
2011-0228-MEX,2011,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2011-06-20,2011-06-20,day,0,True,"Tropical storm ""Beatrix""","Guerrero, Colima, Jalisco, Michoacan, Oaxaca provinces",2011,6,20,2011,6,20,110,Kph
2011-0231-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-06-21,2011-06-21,day,0,True,"Topical storm ""Meari"" (Falcon)","Pangasinan district (Region I (Ilocos region) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Albay, Camarines Sur districts (Region V (Bicol region) province, National Capital region (NCR), Region III (Central Luzon) provinces",2011,6,21,2011,6,25,120,Kph
2011-0241-MEX,2011,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2011-06-30,2011-06-30,day,0,True,"Tropical Storm ""Arlene""","Isla, Tamalin, Tamiahua, Tampico Alto districts (Veracruz province)",2011,6,30,2011,7,1,,Kph
2011-0267-GTM,2011,GTM,Latin America and the Caribbean,Storm,Tropical cyclone,2011-07-20,2011-07-20,day,0,True,"Tropical storm ""Dora""",Petén province,2011,7,20,2011,7,20,,Kph
2011-0267-MEX,2011,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2011-07-20,2011-07-20,day,0,True,"Tropical storm ""Dora""","Guerrero, Oaxaca provinces",2011,7,20,2011,7,20,150,Kph
2011-0272-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-07-26,2011-07-26,day,0,True,Topical storm Juaning (Nock-ten),"La Pinas area (Metropolitan Manila district, National Capital region (NCR) province), Nueva Ecija district (Region III (Central Luzon) province), Cavite, Quezon districts (Region IV-A (Calabarzon) province), Marinduque district (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province), Siquijor district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province), Ifugao district (Cordillera Administrative region (CAR) province), Region V (Bicol region) province",2011,7,26,2011,7,27,,Kph
2011-0272-THA,2011,THA,South-eastern Asia,Storm,Tropical cyclone,2011-08-04,2011-08-04,day,0,True,Topical storm Juaning (Nock-ten),"Phrae, Chiang Mai, Sukhothai, Nan, Nakhon Phanom, Lamphun, Lampang, Mae Hon Son, Uttaradit, Phichit, Phitsanulok, Udon Thani, Nong Khai, Sakon Nakhon Loei, Phetchabun provinces",2011,8,4,2011,8,6,,Kph
2011-0279-CHN,2011,CHN,Eastern Asia,Storm,Tropical cyclone,2011-08-04,2011-08-04,day,0,False,"Typhoon ""Kabayan"" (Muifa)","Shanghai Shi, Shandong Sheng, Liaoning Sheng, Jiangsu Sheng, Zhejiang Sheng",2011,8,4,2011,8,8,,Kph
2011-0279-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-08-02,2011-08-02,day,0,True,"Typhoon ""Kabayan"" (Muifa)","Mandaluyong, Marikina, Quezon, San Juan cities (Metropolitan Manila district, National Capital region (NCR) province), Japalit area (Pampanga district, Region III (Central Luzon) province), Paniqui area (Tarlac district, Region III (Central Luzon) province), Calatagan, Malvar areas (Batangas district, Region IV-A (Calabarzon) province), Antopolo City, Rodriguez, San Mateo areas (Rizal district, Region IV-A (Calabarzon) province)",2011,8,2,2011,8,2,165,Kph
2011-0279-PRK,2011,PRK,Eastern Asia,Storm,Tropical cyclone,2011-08-07,2011-08-07,day,0,True,"Typhoon ""Kabayan"" (Muifa)","Byoksong, Haeju, Chongdan, Baechon, Bongchon, Waudo districts (Hwanghae-namdo province), Sohung district (Hwanghae-bukto province), Kaesong-si, P'yongan-namdo province",2011,8,7,2011,8,9,,Kph
2011-0303-DOM,2011,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-04,2011-08-04,day,0,True,"Tropical storm ""Emily""","Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",2011,8,4,2011,8,4,,Kph
2011-0303-HTI,2011,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-04,2011-08-04,day,0,True,"Tropical storm ""Emily""",Sud province,2011,8,4,2011,8,4,,Kph
2011-0303-MTQ,2011,MTQ,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-03,2011-08-03,day,0,True,"Tropical storm ""Emily""","Fort-de-France, La Trinite, Saint-Pierre, Le Marin provinces",2011,8,3,2011,8,3,,Kph
2011-0303-PRI,2011,PRI,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-04,2011-08-04,day,0,False,"Tropical storm ""Emily""","Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",2011,8,4,2011,8,4,,Kph
2011-0328-BHS,2011,BHS,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-23,2011-08-23,day,0,False,Hurricane Irene,,2011,8,23,2011,8,26,,Kph
2011-0328-CAN,2011,CAN,Northern America,Storm,Tropical cyclone,2011-08-28,2011-08-28,day,0,True,Hurricane Irene,"New Brunswick,Nova Scotia, Prince Edward Island provinces",2011,8,28,2011,8,29,130,Kph
2011-0328-DOM,2011,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-24,2011-08-24,day,0,True,Hurricane Irene,"San José de Ocoa, Peravia, San Cristobal, Santo Domingo provinces",2011,8,24,2011,8,24,,Kph
2011-0328-HTI,2011,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-24,2011-08-24,day,0,True,Hurricane Irene,Nord province,2011,8,24,2011,8,24,,Kph
2011-0328-PRI,2011,PRI,Latin America and the Caribbean,Storm,Tropical cyclone,2011-08-22,2011-08-22,day,0,True,Hurricane Irene,"Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",2011,8,22,2011,8,22,130,Kph
2011-0328-USA,2011,USA,Northern America,Storm,Tropical cyclone,2011-08-27,2011-08-27,day,0,True,Hurricane Irene,"New York, New Jersey, Pennsylvania, North Carolina, Virginia, Maryland, District of Columbia, Connecticut, Florida provinces",2011,8,27,2011,9,13,,Kph
2011-0341-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-08-27,2011-08-27,day,0,True,Typhoon Mina (Nanmadol),"Quezon City area (Metropolitan Manila district, National Capital region (NCR) province), Zambales, Bulacan districts (Region III (Central Luzon) province), Iloilo district (Region IV (Southern Tagalog) province), Benguet, Abra, Mountain Province districts (Cordillera Administrative region (CAR) province), Catanduanes district (Region V (Bicol region) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Region I (Ilocos region) province",2011,8,27,2011,8,29,,Kph
2011-0352-JPN,2011,JPN,Eastern Asia,Storm,Tropical cyclone,2011-09-22,2011-09-22,day,0,True,Typhoon Roke,"Aiti, Ehime, Siga, Nagasaki, Kumamoto provinces",2011,9,22,2011,9,22,215,Kph
2011-0378-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-10-01,2011-10-01,day,0,True,Typhoon Quiel (Nalgae),"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",2011,10,1,2011,10,1,,Kph
2011-0379-CHN,2011,CHN,Eastern Asia,Storm,Tropical cyclone,2011-09-29,2011-09-29,day,0,True,Typhoon Pedring (Nesat),"Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",2011,9,29,2011,10,3,,Kph
2011-0379-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-09-24,2011-09-24,day,1,True,Typhoon Pedring (Nesat),"Mindoro Occidental, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur, Catanduanes districts (Region V (Bicol region) province), Antique, Iloilo districts (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) province",2011,9,24,2011,9,24,,Kph
2011-0384-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-10-13,2011-10-13,day,0,True,Tropical Storm Ramon (Banyan),"Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Oriental district (Region X (Northern Mindanao) province), South Cotabato district (Region XII (Soccsksargen) province), Dinagat district (Region XIII (Caraga) province)",2011,10,13,2011,10,13,,Kph
2011-0385-MEX,2011,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2011-10-10,2011-10-10,day,0,True,Hurricane Jova,"Puerto Vallarta district (Jalisco province), Manzanillo district (Colima province), Michoacan, Nayarit provinces",2011,10,10,2011,11,1,160,Kph
2011-0414-OMN,2011,OMN,Western Asia,Storm,Tropical cyclone,2011-11-03,2011-11-03,day,0,True,Keila,"A Dakhliya, A Sharqiya, Al Batnah, Al Dhahira, Al Wusta, Dhofar, Musandam, Muscat provinces",2011,11,3,2011,11,3,,Kph
2011-0432-DMA,2011,DMA,Latin America and the Caribbean,Storm,Tropical cyclone,2011-09-25,2011-09-25,day,0,False,Tropical storm Orphelia,"Canefield, Massacre, Mahaut, Cochrane, Campbell villages (St. Paul province), Coulibistrie village (St. Joseph province)",2011,9,25,2011,9,29,,Kph
2011-0454-JPN,2011,JPN,Eastern Asia,Storm,Tropical cyclone,2011-09-02,2011-09-02,day,0,True,Typhoon Talas,"Wakayama, Nara, Ehime, Kooti provinces",2011,9,2,2011,9,4,90,Kph
2011-0456-USA,2011,USA,Northern America,Storm,Tropical cyclone,2011-09-04,2011-09-04,day,0,True,Tropical Storm Lee,"Louisiana, Mississippi, Alabama, Texas, New York, Pennsylvania, District of Columbia, Georgia, Maryland, Tennessee, Virginia provinces",2011,9,4,2011,9,9,75,Kph
2011-0460-MEX,2011,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2011-09-09,2011-09-09,day,0,True,Hurricane Nate,Tabasco province,2011,9,9,2011,9,9,100,Kph
2011-0519-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-12-15,2011-12-15,day,1,True,Tropical storm Washi (Sendong),"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",2011,12,15,2011,12,18,,Kph
2011-0555-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-05-20,2011-05-20,day,0,False,Typhoon Chedeng (Songda),"Taguig city (Metropolitan Manila district, National Capital region (NCR) province), Isabela district (Region II (Cagayan Valley) province), Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Zamboanga del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province), Lanao del Sur, Maguindanao districts (Autonomous region in Muslim Mindanao (ARMM) province)",2011,5,20,2011,5,29,,Kph
2011-0566-IND,2011,IND,Southern Asia,Storm,Tropical cyclone,2011-12-29,2011-12-29,day,0,True,Cyclone Thane,"Cuddalore district (Tamil Nadu province), Puducherry district (Puducherry province)",2011,12,29,2011,12,30,140,Kph
2011-0576-CHN,2011,CHN,Eastern Asia,Storm,Tropical cyclone,2011-06-19,2011-06-19,day,0,False,Tropical Storm Haima (Egay),"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",2011,6,19,2011,6,24,,Kph
2011-0576-PHL,2011,PHL,South-eastern Asia,Storm,Tropical cyclone,2011-06-14,2011-06-14,day,0,False,Tropical Storm Haima (Egay),"Autonomous region in Muslim Mindanao (ARMM), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog) Region IV-A (Calabarzon), Region IX (Zamboanga Peninsula), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",2011,6,14,2011,6,20,,Kph
2011-0576-VNM,2011,VNM,South-eastern Asia,Storm,Tropical cyclone,2011-06-19,2011-06-19,day,0,False,Tropical Storm Haima (Egay),"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai, Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",2011,6,19,2011,6,24,,Kph
2012-0005-MDG,2012,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2012-01-24,2012-01-24,day,0,False,Cyclone Funso,"Atsimo Andrefana, Melaky, Menabe provinces",2012,1,24,2012,1,24,,Kph
2012-0005-MOZ,2012,MOZ,Sub-Saharan Africa,Storm,Tropical cyclone,2012-01-20,2012-01-20,day,0,True,Cyclone Funso,"Nicoadala, Cidade de Quelimane, Chinde, Pebane, Maganja da Costa, Namacurra, Gurue, Mocuba districts (Zambezia province), Mossuril, Nacal-A-Velha districts (Nampula province)",2012,1,20,2012,1,22,212,Kph
2012-0005-MWI,2012,MWI,Sub-Saharan Africa,Storm,Tropical cyclone,2012-01-01,2012-01-31,month,0,False,Cyclone Funso,Nsanje district (Southern Region province),2012,1,,2012,1,,,Kph
2012-0006-MOZ,2012,MOZ,Sub-Saharan Africa,Storm,Tropical cyclone,2012-01-18,2012-01-18,day,0,True,Tropical Storm Dando,"Chokwe, Xai-Xai districts (Gaza province), Cidade de Maputo district (Maputo province), Zavala district (Inhambane province), Nampula, Zambezia, Sofala provinces",2012,1,18,2012,1,18,,Kph
2012-0006-ZAF,2012,ZAF,Sub-Saharan Africa,Storm,Tropical cyclone,2012-01-01,2012-01-31,month,0,False,Tropical Storm Dando,"Limpopo, Mpumalanga provinces",2012,1,,2012,1,,,Kph
2012-0043-MDG,2012,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2012-02-14,2012-02-14,day,0,True,Cyclone Giovanna,"Brickaville, Vatomandry districts (Atsinanana province), Moramanga district (Alaotra Mangoro province), Mampikony district (Sofia province), Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI, Antananarivo Atsimondrano, Antananarivo Avaradrano districts (Analamanga province)",2012,2,14,2012,2,15,200,Kph
2012-0056-MDG,2012,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2012-02-26,2012-02-26,day,0,True,"Tropical depression ""Irina""","Vatovavy Fitovinany, Sava, Diana, Atsimo Atsinanana, Anosy, Analanjirofo, Analamanga, Alaotra Mangoro provinces",2012,2,26,2012,2,26,,Kph
2012-0056-MOZ,2012,MOZ,Sub-Saharan Africa,Storm,Tropical cyclone,2012-03-03,2012-03-03,day,0,True,"Tropical depression ""Irina""","Cabo Delgado, Sofala provinces",2012,3,3,2012,3,7,,Kph
2012-0176-USA,2012,USA,Northern America,Storm,Tropical cyclone,2012-06-22,2012-06-22,day,0,True,Tropical storm Debby,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington, Brevard, Citrus, Hardee, Hernando, Hillsborough, Indian River, Lake, Manatee, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Volusia districts",2012,6,22,2012,6,27,,Kph
2012-0259-CHN,2012,CHN,Eastern Asia,Storm,Tropical cyclone,2012-07-24,2012-07-24,day,0,True,Typhoon Vicente,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Fujian Sheng provinces",2012,7,24,2012,7,24,,Kph
2012-0259-VNM,2012,VNM,South-eastern Asia,Storm,Tropical cyclone,2012-07-26,2012-07-26,day,0,True,Typhoon Vicente,"Bac Kan, Cao Bang, Ha Giang, Lang Son, Tuyen Quang provinces",2012,7,26,2012,7,27,,Kph
2012-0260-CHN,2012,CHN,Eastern Asia,Storm,Tropical cyclone,2012-08-08,2012-08-08,day,0,True,Tropical storm Gener (Saola),"Hubei Sheng, Fujian Sheng, Zhejiang Sheng province",2012,8,8,2012,8,8,,Kph
2012-0260-PHL,2012,PHL,South-eastern Asia,Storm,Tropical cyclone,2012-07-31,2012-07-31,day,0,True,Tropical storm Gener (Saola),"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",2012,7,31,2012,8,7,150,Kph
2012-0260-TWN,2012,TWN,Eastern Asia,Storm,Tropical cyclone,2012-08-02,2012-08-02,day,0,True,Tropical storm Gener (Saola),"Hualian Xian, Taibei Xian, Yilan Xian areas (Taiwan Sheng province)",2012,8,2,2012,8,2,,Kph
2012-0276-MEX,2012,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2012-08-10,2012-08-10,day,0,True,Ernesto,"Tabasco, Veracruz, Guerrero, Quintana Roo, Puebla, Oaxaca provinces",2012,8,10,2012,8,10,,Kph
2012-0282-CHN,2012,CHN,Eastern Asia,Storm,Tropical cyclone,2012-08-08,2012-08-08,day,0,True,Typhoon Haikui,"Jiangxi Sheng, Shanghai Shi, Anhui Sheng, Jiangsu Sheng, Zhejiang Sheng provinces",2012,8,8,2012,8,8,150,Kph
2012-0283-CHN,2012,CHN,Eastern Asia,Storm,Tropical cyclone,2012-08-02,2012-08-02,day,0,True,Typhoon Damrey,"Jiangsu Sheng, Shandong Sheng provinces",2012,8,2,2012,8,8,,Kph
2012-0294-CHN,2012,CHN,Eastern Asia,Storm,Tropical cyclone,2012-08-17,2012-08-17,day,0,True,TYphoon Kai-Tak,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu provinces",2012,8,17,2012,8,17,,Kph
2012-0294-PHL,2012,PHL,South-eastern Asia,Storm,Tropical cyclone,2012-08-17,2012-08-17,day,0,True,TYphoon Kai-Tak,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",2012,8,17,2012,8,17,,Kph
2012-0294-VNM,2012,VNM,South-eastern Asia,Storm,Tropical cyclone,2012-08-17,2012-08-17,day,0,True,TYphoon Kai-Tak,"Yen Bai, Vinh Phuc, Quang Ninh, Hai Phong City provinces",2012,8,17,2012,8,17,,Kph
2012-0296-PHL,2012,PHL,South-eastern Asia,Storm,Tropical cyclone,2012-08-20,2012-08-20,day,0,True,Typhoon Igme (Tembin),La Union district (Region I (Ilocos region) province),2012,8,20,2012,8,21,165,Kph
2012-0313-CUB,2012,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2012-08-25,2012-08-25,day,0,True,Hurricane Isaac,"Gantanamo, Santiago de Cuba, Granma; Holguin, Las Tunas, Camagüey provinces",2012,8,25,2012,8,25,,Kph
2012-0313-DOM,2012,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2012-08-25,2012-08-25,day,0,True,Hurricane Isaac,"Azua, Monte Plata, Sanchez Ramirez, Barahona, San José de Ocoa provinces",2012,8,25,2012,8,25,,Kph
2012-0313-HTI,2012,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2012-08-25,2012-08-25,day,0,True,Hurricane Isaac,"Grande-Anse, Sud, Sud Est, Artibonite, Ouest provinces",2012,8,25,2012,8,29,,Kph
2012-0313-PRI,2012,PRI,Latin America and the Caribbean,Storm,Tropical cyclone,2012-08-25,2012-08-25,day,0,False,Hurricane Isaac,"Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",2012,8,25,2012,8,25,,Kph
2012-0313-USA,2012,USA,Northern America,Storm,Tropical cyclone,2012-08-28,2012-08-28,day,0,True,Hurricane Isaac,"Mississippi, Louisiana provinces",2012,8,28,2012,8,29,,Kph
2012-0374-PHL,2012,PHL,South-eastern Asia,Storm,Tropical cyclone,2012-09-21,2012-09-21,day,0,True,Typhoon Lawin (Jelawat),"Muntinlupa city (Metropolitan Manila district, National Capital region (NCR) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province)",2012,9,21,2012,9,24,210,Kph
2012-0401-MEX,2012,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2012-06-15,2012-06-15,day,0,True,Hurricane Carlotta,"Puerto Escondido city (Dist. Pochutla district, Oaxaca province)",2012,6,15,2012,6,15,150,Kph
2012-0406-CHN,2012,CHN,Eastern Asia,Storm,Tropical cyclone,2012-10-28,2012-10-28,day,0,True,Typhoon Son Tinh (Ofel),"Hainan Sheng, Guangxi Zhuangzu Zizhiqu provinces",2012,10,28,2012,10,28,,Kph
2012-0406-PHL,2012,PHL,South-eastern Asia,Storm,Tropical cyclone,2012-10-25,2012-10-25,day,0,True,Typhoon Son Tinh (Ofel),"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",2012,10,25,2012,10,25,,Kph
2012-0406-VNM,2012,VNM,South-eastern Asia,Storm,Tropical cyclone,2012-10-28,2012-10-28,day,0,True,Typhoon Son Tinh (Ofel),"Nghe An, Thanh Hoa, Ninh Binh, Nam Dinh, Thai Binh, Hai Phong City provinces",2012,10,28,2012,10,28,,Kph
2012-0410-BHS,2012,BHS,Latin America and the Caribbean,Storm,Tropical cyclone,2012-10-24,2012-10-24,day,0,True,Hurricane Sandy,,2012,10,24,2012,10,24,,Kph
2012-0410-CUB,2012,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2012-10-22,2012-10-22,day,0,True,Hurricane Sandy,"Santiago de Cuba, San Luis, Palma Soriano, Mella, Contramaestre, Segundo Frente, Tercer Frente, Songo - La Maya, Guama districts (Santiago de Cuba province), Rafael Freyre, Banes, Antilla, Baganos, Holguín, Calixto Garcia, Cacocum, Urbano Noris, Cueto, Mayari, Frank pais, Sagua de Tanamo, Moa, Jibara districts (Holguín province), Guantanamo province",2012,10,22,2012,10,22,175,Kph
2012-0410-DOM,2012,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2012-10-24,2012-10-24,day,0,True,Hurricane Sandy,"Azua, Barahona, San Cristobal, Santo Domingo, Duarte, Monte Plata, Peravia, San Juan, San José de Ocoa, Distrito Nacional provinces",2012,10,24,2012,10,24,,Kph
2012-0410-HTI,2012,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2012-10-24,2012-10-24,day,0,True,Hurricane Sandy,"Ouest, Sud, Grande Anse, Nippes, Sud Est, Artibonite provinces",2012,10,24,2012,10,26,,Kph
2012-0410-JAM,2012,JAM,Latin America and the Caribbean,Storm,Tropical cyclone,2012-10-24,2012-10-24,day,0,True,Hurricane Sandy,"Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint Mary, Saint Thomas, Trelawny, Westmoreland provinces",2012,10,24,2012,10,24,,Kph
2012-0410-USA,2012,USA,Northern America,Storm,Tropical cyclone,2012-10-28,2012-10-28,day,0,True,Hurricane Sandy,"New York, New Jersey, Pennsylvania, Connecticut, Ohio, Delaware, Rhode Island, Maryland, Massachusetts, Maine, New Hampshire, North Carolina, Vermont, Virginia, District of Columbia, West Virginia provinces",2012,10,28,2012,10,28,,Kph
2012-0414-JPN,2012,JPN,Eastern Asia,Storm,Tropical cyclone,2012-08-25,2012-08-25,day,0,False,Typhoon Bolaven,"Okinawa, Kagosima province",2012,8,25,2012,8,25,,Kph
